,open_time,liquidation_long,liquidation_short,oi,top_ls_account,top_ls_position,global_ls_account,buy_sell_ratio,closeprice,mark_closeprice,volume,number
127,1641798000,57955,44530,3190412943,2.8402,1.1157,3.0096,1.1677,42034.99,42032.00977,7215.831,75706
128,1641801600,16415,221548,3221384306,2.8139,1.1112,3.0112,0.802,41803.54,41805.66967,9900.116,104220
129,1641805200,104888,7633,3209174649,2.9557,1.1116,3.1288,0.8573,41788.54,41790.70307,6317.058,68087
130,1641808800,57795,16287,3219034802,2.9139,1.1062,3.085,0.9924,41765.01,41767.93,6399.105,70275
131,1641812400,83,1151681,3230042296,2.9063,1.1026,3.0816,0.9563,41564.26,41558.14692,16043.706,157620
132,1641816000,6595,1696512,3214890620,2.9984,1.1085,3.1649,0.8604,40931.61,40936.51,25076.096,244843
133,1641819600,93226,2339683,3186257395,3.1271,1.1146,3.2517,0.9235,40753,40756.66202,27670.528,246394
134,1641823200,3285550,6315445,3239701620,3.4287,1.0866,3.5872,0.9197,40768.6,40760.24511,104002.026,879853
135,1641826800,1428117,754016,3235392919,3.3649,1.0871,3.4703,1.1243,40973.56,40968.60445,34983.256,319251
136,1641830400,1514642,224124,3272383750,3.2088,1.0975,3.3668,1.1597,41892.96,41892.26229,41429.245,357100
137,1641834000,883178,1274632,3275566336,2.8595,1.1019,3.0112,0.9199,41167.99,41173.09938,57167.578,474817
138,1641837600,285547,74429,3091859230,3.0584,1.1018,3.1615,1.2056,41584.61,41600.00821,18577.433,189913
139,1641841200,42958,574552,3152307882,2.9588,1.1011,3.0535,0.8027,41280.45,41273.82,12525.379,131857
140,1641844800,541828,302646,3133105210,2.885,1.1034,2.8971,1.1124,41698.68,41681.91999,12399.946,143081
141,1641848400,775332,172765,3150186881,2.8835,1.1044,2.9093,1.0435,41696.66,41707.26838,11453.812,117371
142,1641852000,153852,101509,3167259136,2.7693,1.1152,2.7425,0.9395,41592.95,41597.8,6253.721,78052
143,1641855600,107352,25253,3149522352,2.7566,1.115,2.7161,1.2558,41801.55,41803.05857,7085.104,70816
144,1641859200,416,59675,3200132654,2.6819,1.1191,2.6417,0.8885,41585.19,41584.27484,6108.299,70668
145,1641862800,194298,22976,3183432928,2.6887,1.1246,2.6258,1.2108,41913.72,41912.45,10277.572,96351
146,1641866400,945102,68253,3195314573,2.614,1.1279,2.574,1.0806,42146.26,42154.63366,15869.863,143676
147,1641870000,18336,45806,3205694433,2.4953,1.1247,2.4916,1.0251,42251.59,42250,6667.747,78251
148,1641873600,121161,15422,3207634069,2.4435,1.1227,2.4329,1.1012,42284.21,42282.93601,9210.084,102545
149,1641877200,0,122031,3232035959,2.3058,1.1202,2.2819,0.9104,42096.61,42096.61,6897.698,76978
150,1641880800,506,251436,3229407085,2.2862,1.1223,2.2185,0.7548,42088.99,42080,5856.834,68454
151,1641884400,91233,0,3234218136,2.2383,1.1196,2.1427,1.3141,42191.79,42184.13353,6246.485,71257
152,1641888000,626798,719000,3261936004,2.1928,1.122,2.0989,0.9121,41978.17,41978.45395,21645.602,196479
153,1641891600,64252,349378,3256426995,2.2,1.1152,2.1104,0.9646,41967.92,41967.92,9915.634,102091
154,1641895200,0,1227969,3243067996,2.1807,1.1181,2.0722,0.6812,41619.09,41614.29,12137.078,123704
155,1641898800,118863,48699,3211820115,2.202,1.1187,2.0248,1.2589,41800.95,41825.12661,10902.17,111013
156,1641902400,137620,17005,3239851976,2.2394,1.1223,2.0969,0.9581,41796.8,41799,6322.188,80023
157,1641906000,0,280561,3244399423,2.252,1.1212,2.1095,0.9128,41691.83,41691.84,8554.576,92126
158,1641909600,245913,889023,3248411917,2.283,1.1233,2.1319,1.0083,41616.57,41614.85838,24534.603,232071
159,1641913200,780544,868691,3217857855,2.4247,1.1234,2.2499,1.0893,41716.42,41719.26496,30999.352,287318
160,1641916800,3166855,87494,3173877021,2.5261,1.1217,2.3807,1.1428,42684.18,42677.84,45928.571,421040
161,1641920400,987509,311257,3334591350,2.0111,1.1155,1.8827,0.9446,42523.15,42523.83912,34943.898,312055
162,1641924000,1392245,100049,3308168727,2.1427,1.1108,2.0386,1.1033,42730.31,42730.26,13004.745,141217
163,1641927600,768001,84746,3324536479,2.0469,1.1063,1.986,1.0684,42938.55,42941.84432,11778.749,119288
164,1641931200,93415,208798,3337343306,2.0084,1.1073,1.942,0.8919,42774.08,42766.86318,9735.142,102329
165,1641934800,640,34645,3323023973,1.9967,1.1088,1.9189,0.9523,42643.77,42647.02,4949.249,57958
166,1641938400,43,67861,3306490928,1.9949,1.1106,1.9078,1.1334,42685.05,42687.79042,4506.442,54278
167,1641942000,120550,42384,3308133646,2.0075,1.109,1.9283,0.9742,42700.68,42702.41787,6768.11,69705
168,1641945600,323497,235995,3303655008,2.0358,1.1075,1.9674,0.993,42664.57,42666.345,9367.398,92067
169,1641949200,7949,84524,3301090078,2.1104,1.1088,1.9895,0.8115,42617.4,42617.4,5304.867,57593
170,1641952800,11001,134040,3317774307,2.1037,1.1075,1.9815,0.8251,42545.54,42543.88371,6269.504,62285
171,1641956400,17343,0,3323578015,2.124,1.1043,1.9771,1.4403,42592.92,42592.92,4456.532,44075
172,1641960000,83483,29337,3313836382,2.1417,1.1134,2.0111,0.9794,42614.35,42614.36,5157.153,52799
173,1641963600,81240,598,3316789163,2.1746,1.1151,2.0572,1.0169,42688.49,42685.94,4321.896,48252
174,1641967200,70786,7452,3330167897,2.1756,1.1128,2.0722,1.1135,42661.99,42658.87,7095.215,71088
175,1641970800,1106,168615,3321284006,2.1898,1.1167,2.1075,1.1903,42550.09,42551.96,7683.443,76155
176,1641974400,83151,43,3327183028,2.2373,1.1216,2.1516,0.9034,42594.19,42594.18,5898.908,66359
177,1641978000,214261,88946,3334553362,2.2573,1.1187,2.1786,1.0034,42778,42784.67908,11115.999,107703
178,1641981600,324116,12180,3353976392,2.2404,1.1125,2.1726,1.044,42739.14,42744.10578,10919.864,102167
179,1641985200,1272224,987683,3352529385,2.1908,1.1098,2.1319,1.1816,42906.98,42906.10318,27574.095,225123
180,1641988800,276482,82075,3343931516,2.2082,1.1108,2.1898,0.9516,43245.67,43245.65,18090.111,169754
181,1641992400,2171694,125159,3385035783,2.2165,1.0976,2.2352,1.2503,43881.76,43886,47170.008,396754
182,1641996000,55017,115110,3450763904,2.0276,1.0958,2.1456,0.8889,43819.68,43819.68089,20490.974,186083
183,1641999600,32513,653643,3436573986,2.0248,1.0973,2.1201,0.8718,43549.99,43540.49,17322.633,170985
184,1642003200,133562,234426,3405742527,2.0883,1.1048,2.1536,0.9887,43593,43600.16,12576.547,126065
185,1642006800,241654,0,3404409144,2.1606,1.1106,2.2383,1.2259,43814.93,43803.9194,8677.124,93572
186,1642010400,125848,109123,3420671282,2.1857,1.1064,2.3069,0.7629,43570,43569.99,11012.252,94572
187,1642014000,62478,85121,3394015255,2.1847,1.1048,2.2723,1.2212,43707.2,43709.54449,6032.999,61898
188,1642017600,184771,5777,3399393555,2.2041,1.1005,2.3124,1.2042,43794.87,43799.65,8055.667,81530
189,1642021200,1034160,284085,3396631935,2.1646,1.106,2.2733,1.1688,43756.14,43753.99,16446.416,151675
190,1642024800,17169,5089,3382423680,2.2134,1.0982,2.3956,1.1462,43813.58,43813.59,4518.417,53814
191,1642028400,60769,0,3400110408,2.1867,1.0958,2.3761,1.0725,43880.72,43880.72,5781.272,60869
192,1642032000,6852,244924,3398635571,2.1676,1.0953,2.3602,0.7631,43699.62,43697.44,7847.895,82972
193,1642035600,1238,312394,3392048039,2.2852,1.0946,2.3201,0.9543,43540.96,43540.96,7249.315,72796
194,1642039200,262,1091,3372296989,2.3003,1.0997,2.3124,1.0487,43583.2,43583.95397,4435.474,47529
195,1642042800,827,374757,3373285653,2.34,1.0999,2.3568,0.9395,43501.19,43501.18,5651.853,62868
196,1642046400,96964,6639,3360444578,2.3625,1.1077,2.3512,1.0611,43604.4,43609.67,4869.642,56600
197,1642050000,284349,4142,3367810144,2.3715,1.1054,2.3852,0.9761,43645.7,43654.54,4085.786,48169
198,1642053600,27137,0,3371589990,2.3613,1.1022,2.3921,0.9322,43692.74,43697.35783,4443.431,52144
199,1642057200,0,19472,3385052574,2.3636,1.1022,2.4037,0.7044,43682.7,43685.59724,5056.018,52660
200,1642060800,169561,0,3382525119,2.375,1.1026,2.3956,1.2585,43876.44,43875.01,6409.043,73649
201,1642064400,106195,41097,3395103293,2.3568,1.1015,2.3944,0.9345,43855.47,43840,8839.456,85187
202,1642068000,51303,161955,3401511887,2.3234,1.0992,2.3715,0.9071,43766.01,43769.79,8033.808,91356
203,1642071600,0,589400,3407663395,2.269,1.0955,2.2992,0.8023,43592.1,43596.04355,11879.675,121103
204,1642075200,45081,0,3398782563,2.3267,1.0981,2.3344,1.1722,43786.9,43786.89,6468.985,75813
205,1642078800,222401,961,3393951969,2.3156,1.0988,2.3422,1.1075,43891.64,43893.33,9059.882,91690
206,1642082400,1196512,414020,3420950716,2.2971,1.0952,2.3091,1.0833,44120.24,44138.70435,31784.18,288558
207,1642086000,216385,2609323,3430298334,2.1437,1.1004,2.1696,0.77,43170,43177.1241,53843.415,464127
208,1642089600,260749,97679,3334561565,2.5549,1.0781,2.5261,1.1407,43224.79,43226.83971,19690.156,185428
209,1642093200,196721,1801500,3303113511,2.4722,1.0804,2.4855,0.8497,42800,42816.73946,29182.18,268827
210,1642096800,67514,265741,3317936791,2.7092,1.078,2.6232,0.9253,42699.54,42701.91,9626.133,108854
211,1642100400,191958,358538,3318386307,2.6846,1.0766,2.5932,1.0138,42690.02,42691.67436,13561.676,130103
212,1642104000,266805,1227898,3292357080,2.73,1.0771,2.635,0.9539,42760.66,42705.54441,16832.659,156495
213,1642107600,138041,0,3279570660,2.7566,1.0778,2.6563,1.05,42780,42773.46,7457.642,78477
214,1642111200,50843,479035,3298022910,2.827,1.0694,2.7636,0.7982,42566.68,42573.82782,6497.424,75072
215,1642114800,35364,86934,3280532859,2.8402,1.0699,2.7636,1.1547,42534.32,42555.75,6483.452,71753
216,1642118400,242206,191557,3268951640,2.8521,1.0717,2.7864,1.0282,42732.33,42732.33,10171.195,105364
217,1642122000,0,16848,3287252472,2.5984,1.0733,2.7779,0.8878,42576.16,42570.86,4928.073,61139
218,1642125600,27260,246760,3275724996,2.6258,1.0742,2.8095,1.1541,42690,42694.58994,6809.925,69782
219,1642129200,0,0,3289672761,2.6088,1.0745,2.7908,0.944,42611.77,42619.95495,4208.885,46668
220,1642132800,134916,171,3297286805,2.5778,1.0722,2.7651,0.983,42655.5,42658.7347,6234.161,60051
221,1642136400,178163,5035,3295528157,2.5907,1.0707,2.7994,1.2438,42864.34,42867.33999,5315.988,56366
222,1642140000,82347,184017,3322582064,2.5625,1.0728,2.8081,0.9329,42781.41,42786.31678,6958.892,72874
223,1642143600,129,314678,3303455616,2.5702,1.0699,2.8314,0.7583,42635.62,42627.99,6662.321,73954
224,1642147200,0,361680,3289938707,2.601,1.0647,2.8212,0.9296,42505.72,42494.05,14173.183,138709
225,1642150800,61946,764,3302844872,2.6982,1.0655,2.885,1.1144,42535.65,42537.14,7773.64,86127
226,1642154400,4426,2172013,3305926543,2.6711,1.0648,2.879,0.7014,42059.75,42068.63669,19322.8,180948
227,1642158000,924,1182290,3238058682,2.659,1.0711,2.7538,1.027,41983.12,41989.6621,19896.161,198611
228,1642161600,232779,346587,3253416629,2.6724,1.0746,2.7023,0.9366,42029.37,42035.54,17901.29,166061
229,1642165200,95481,28055,3258796788,2.7355,1.0683,2.8183,1.0126,42140.37,42142.06,13087.679,120036
230,1642168800,1529798,25953,3283093198,2.6036,1.0667,2.6576,1.2294,42945.09,42957.93518,31304.374,273313
231,1642172400,941201,387030,3300098043,2.4602,1.0672,2.5958,1.0309,43082.57,43086.19,31757.411,277680
232,1642176000,247614,143352,3257190066,2.23,1.0851,2.3201,1.083,43183.63,43183.99,13597.733,141969
233,1642179600,450177,133731,3260174677,2.2362,1.0969,2.3167,0.839,42904.07,42903.91,8930.676,96611
234,1642183200,250787,99716,3239715260,2.2258,1.0946,2.2701,1.1894,43030.9,43044.09493,9692.129,97705
235,1642186800,171451,131191,3230165247,2.296,1.0985,2.3704,0.9297,43055.09,43069.11417,9770.73,107968
236,1642190400,0,57154,3223139566,2.2279,1.101,2.2949,0.9181,43075.96,43079.94442,5411.137,62995
237,1642194000,535575,0,3222268438,2.198,1.1006,2.252,1.3048,43268.35,43275.8896,7914.398,88478
238,1642197600,38347,53724,3235054334,2.2113,1.1032,2.2841,1.0443,43230,43230,5005.596,60435
239,1642201200,6466,239952,3229257051,2.1878,1.104,2.2468,0.8771,43042.4,43048.19101,5688.7,67442
240,1642204800,30008,131364,3206415450,2.1928,1.1095,2.2279,1.0622,43082.04,43094.97714,6238.065,71371
241,1642208400,14044,172980,3212369227,2.2733,1.1048,2.2489,0.9152,42965.85,42965.85,4351.165,52622
242,1642212000,92278,0,3204447144,2.3047,1.1052,2.269,1.1222,43080,43077.75226,3126.437,42122
243,1642215600,46039,27811,3210710189,2.3036,1.1071,2.2733,0.8988,42918.27,42918.63,4457.093,48577
244,1642219200,20032,324686,3205151615,2.33,1.1087,2.2938,0.8662,42895.77,42900.69281,9423.023,87824
245,1642222800,146663,0,3211412486,2.3967,1.1056,2.3278,1.0338,42965.67,42968.25849,3768.183,49889
246,1642226400,46820,38572,3215313580,2.3967,1.1035,2.3367,1.1269,43048.54,43052.90495,4832.17,54139
247,1642230000,49229,1807,3213033647,2.4002,1.104,2.3411,1.0466,43073.99,43074,3479.004,44959
